Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Recovery_Status,Recyclable,Non_Recyclable
2,5.75,5.8,4.06,7.2,0.39,9.2,4.6,1.8,7.32,503,1,0,1
0,0.83,0.21,1.24,6.43,2.79,4.72,0.58,6.78,0.75,107,0,1,0
0,9.61,4.93,9.29,4.59,6.05,1.5,3.54,3.05,7.57,972,1,0,1
3,6.51,7.73,9.27,0.58,8.56,2.92,2.05,6.11,9.6,821,1,0,1
1,4.21,1.53,0.53,9.59,2.12,9.16,2.3,9.84,4.25,236,0,1,0
0,7.86,2.45,7.63,6.38,7.07,0.11,4.92,2.96,8.69,796,1,0,1
1,8.9,7.57,2.15,7.1,3.1,2.0,2.27,7.07,1.03,556,1,0,1
1,5.28,8.21,5.71,4.22,5.3,5.35,8.2,2.96,1.01,570,1,0,1
2,8.19,1.22,7.6,5.0,2.05,3.81,1.51,5.12,6.45,810,1,0,1
3,5.3,2.17,3.22,8.79,2.51,3.78,5.43,2.57,4.56,434,0,0,1
3,1.04,4.1,6.45,5.99,8.72,5.94,7.89,0.19,9.02,399,0,0,1
1,2.44,0.57,5.36,2.69,6.2,1.2,3.23,8.27,2.96,407,0,0,1
2,2.06,3.8,5.31,7.08,4.21,2.42,7.48,3.45,9.42,388,0,0,1
0,7.43,7.08,8.98,4.22,3.69,6.25,6.55,1.11,9.12,850,1,0,1
1,4.96,7.99,5.36,0.7,5.24,8.34,5.38,4.67,2.55,535,1,0,1
2,8.25,9.36,6.58,6.89,8.98,6.14,2.17,9.95,7.8,763,1,0,1
2,1.51,1.27,8.84,0.22,6.88,4.97,3.01,7.33,8.27,548,1,0,1
2,1.96,9.75,8.76,5.99,6.44,6.9,2.48,0.75,6.35,571,1,0,1
0,1.79,5.06,1.9,6.77,1.67,3.66,6.51,1.13,6.95,192,0,1,0
2,7.32,0.73,7.13,9.42,5.82,8.25,6.8,4.4,9.11,742,1,0,1
2,4.1,8.17,1.25,9.0,5.39,3.73,5.56,4.56,8.05,273,0,1,0
1,3.9,8.03,1.69,0.38,4.0,7.88,1.41,2.71,6.24,286,0,1,0
2,4.33,6.48,9.09,8.88,5.92,9.22,2.23,2.41,6.06,703,1,0,1
1,4.78,3.48,2.83,0.28,0.9,8.3,1.59,4.46,1.06,388,0,0,1
1,0.16,1.98,0.64,7.09,4.8,2.02,7.32,5.1,0.63,43,0,1,0
2,2.04,4.63,8.04,5.17,6.57,5.09,0.97,6.88,4.87,533,1,0,1
2,1.7,2.54,8.9,6.01,2.43,3.71,1.23,0.91,5.86,561,1,0,1
0,7.76,7.0,0.64,8.2,7.87,5.93,6.02,8.26,5.52,419,0,0,1
0,6.68,8.23,4.5,1.67,6.14,3.54,9.07,3.17,5.23,574,1,0,1
1,4.15,6.14,3.66,5.75,2.49,2.47,0.62,5.38,4.63,403,0,0,1
3,4.88,6.73,3.64,3.84,1.85,8.21,7.1,9.72,1.46,438,0,0,1
0,3.89,3.47,5.69,8.27,4.01,0.36,1.91,0.23,2.35,498,0,0,1
3,5.95,6.34,2.38,6.85,0.34,2.27,1.41,2.72,3.79,423,0,0,1
1,2.85,7.97,5.84,3.55,7.25,8.76,7.17,1.5,4.25,457,0,0,1
1,3.19,1.2,6.26,6.71,3.19,0.66,7.02,2.86,2.91,492,0,0,1
1,5.53,5.91,8.85,9.04,3.08,1.23,0.65,6.41,1.97,749,1,0,1
2,5.33,8.27,4.29,4.06,4.72,1.79,2.72,3.24,7.47,496,0,0,1
0,5.6,3.09,8.6,8.41,7.24,6.82,7.53,2.71,2.22,737,1,0,1
1,2.9,0.57,2.39,6.35,2.82,6.77,8.13,0.38,1.5,271,0,1,0
2,5.27,9.55,8.49,5.17,0.53,1.11,7.71,5.32,5.26,719,1,0,1
0,5.05,2.33,8.43,4.89,5.22,6.1,7.46,4.86,5.54,701,1,0,1
2,3.69,0.88,8.04,9.04,6.15,1.18,9.52,0.21,4.86,612,1,0,1
2,9.14,4.61,4.4,5.86,4.51,8.66,4.1,3.01,4.73,687,1,0,1
2,4.56,8.73,8.44,4.16,9.71,0.5,3.26,9.54,4.78,681,1,0,1
2,0.38,6.27,3.68,7.41,2.92,4.6,5.75,8.44,4.78,219,0,1,0
1,6.62,3.93,9.7,6.34,3.79,6.29,3.49,8.72,7.78,847,1,0,1
2,3.82,5.02,1.02,4.37,6.68,5.56,2.09,1.9,7.56,245,0,1,0
0,1.58,4.2,7.49,1.46,7.6,7.32,2.45,2.51,6.16,481,0,0,1
3,6.7,8.45,5.18,7.55,3.44,4.25,5.2,8.85,1.09,611,1,0,1
2,4.26,5.87,2.25,4.44,1.7,7.86,7.04,5.54,5.94,333,0,0,1
1,9.43,9.89,5.72,4.57,2.22,0.66,6.39,6.86,1.37,775,1,0,1
2,2.55,8.44,4.66,7.42,0.99,4.03,2.96,2.81,9.75,379,0,0,1
0,7.82,7.62,6.05,4.34,1.21,3.96,4.45,2.35,9.37,712,1,0,1
0,9.16,8.61,1.07,5.01,2.99,4.15,0.32,2.66,0.9,512,1,0,1
0,6.45,5.61,4.62,3.75,4.44,5.72,7.22,5.32,9.21,567,1,0,1
2,2.45,2.73,1.5,0.61,8.33,8.27,8.35,8.45,8.36,202,0,1,0
2,6.41,7.48,6.22,1.56,9.95,4.56,4.92,8.01,7.71,652,1,0,1
0,3.85,5.62,3.39,5.91,6.03,3.69,9.71,5.88,8.52,374,0,0,1
3,3.03,9.64,1.83,1.55,0.86,1.36,5.5,7.61,3.64,252,0,1,0
0,4.51,2.51,1.74,4.05,6.7,1.61,7.8,2.28,7.82,316,0,0,1
3,6.37,9.74,8.51,2.0,0.37,0.64,2.44,8.75,6.84,774,1,0,1
3,6.78,9.86,5.29,5.67,7.9,6.57,7.43,6.17,4.77,622,1,0,1
1,3.57,6.23,1.71,1.79,7.85,9.69,9.14,0.87,5.94,270,0,1,0
1,1.1,8.04,9.36,5.62,6.2,6.16,5.6,8.47,1.29,560,1,0,1
0,3.12,5.3,2.4,8.36,4.08,0.98,8.01,7.31,3.23,285,0,1,0
3,1.71,8.67,9.78,0.62,9.53,7.07,6.89,3.84,2.52,613,1,0,1
3,0.5,4.78,9.61,6.33,7.79,3.69,4.82,8.67,6.81,542,1,0,1
2,7.52,6.5,7.15,4.59,7.65,6.88,3.08,1.15,7.77,756,1,0,1
1,6.38,6.29,1.66,1.49,5.59,1.88,4.31,5.82,7.32,406,0,0,1
2,9.66,5.16,0.77,8.93,0.71,2.78,3.95,2.1,3.23,518,1,0,1
0,7.37,9.89,4.93,7.98,9.57,5.84,7.45,9.76,1.14,632,1,0,1
1,6.59,0.31,2.52,5.07,5.11,8.96,3.7,8.57,3.74,459,0,0,1
1,6.01,7.23,9.0,7.95,1.0,9.78,4.82,0.56,4.81,781,1,0,1
2,1.96,8.29,6.03,3.8,4.57,8.03,9.28,2.39,4.65,424,0,0,1
3,0.24,5.69,1.38,4.49,7.2,2.1,5.95,2.91,2.77,89,0,1,0
3,5.73,3.41,3.2,1.97,1.19,2.97,7.47,9.42,4.08,455,0,0,1
1,9.9,0.11,6.82,1.28,8.82,5.01,6.98,6.09,5.09,852,1,0,1
1,4.53,8.2,1.44,8.12,2.86,2.49,5.23,6.67,2.0,304,0,0,1
2,5.85,8.15,1.67,0.58,1.55,5.74,5.46,3.28,3.15,381,0,0,1
1,7.97,4.29,7.83,9.57,1.22,2.52,8.78,1.68,6.56,813,1,0,1
1,6.63,3.79,4.3,4.87,7.75,4.47,6.11,4.74,6.73,558,1,0,1
0,3.19,3.84,6.8,4.64,1.87,5.37,4.67,1.0,7.5,523,1,0,1
3,8.83,4.24,7.9,4.14,0.78,1.63,7.77,7.66,8.46,859,1,0,1
2,9.69,5.4,0.37,6.91,1.59,0.69,5.58,6.93,7.18,499,0,0,1
3,2.15,8.22,6.0,6.67,5.73,2.59,6.06,5.09,2.06,431,0,0,1
3,6.1,2.6,7.78,4.04,2.04,1.58,7.76,6.43,0.53,718,1,0,1
0,0.71,4.41,3.12,8.85,5.55,7.73,3.66,0.28,1.3,204,0,1,0
3,9.58,9.34,5.91,7.69,6.61,8.99,5.92,3.96,5.25,793,1,0,1
3,1.7,6.7,7.28,6.12,8.93,5.6,3.54,6.2,6.66,477,0,0,1
0,1.7,4.93,5.2,1.57,4.43,5.72,9.66,0.56,3.86,365,0,0,1
2,0.48,9.25,4.65,1.47,1.89,1.61,7.45,3.85,5.52,278,0,1,0
0,2.09,4.56,4.32,7.97,5.69,8.68,9.76,1.2,0.53,337,0,0,1
1,2.44,9.92,8.96,5.52,4.57,4.34,5.82,1.8,8.89,605,1,0,1
2,6.06,9.74,6.63,5.52,7.06,5.8,8.18,3.27,9.8,658,1,0,1
3,1.56,4.5,1.58,4.11,1.12,0.82,4.93,5.01,4.44,163,0,1,0
3,8.43,1.49,0.14,5.84,2.32,7.78,0.24,2.51,5.25,422,0,0,1
0,6.01,3.25,0.5,2.1,7.18,4.38,8.44,8.33,6.69,324,0,0,1
2,0.96,2.57,8.17,7.33,6.51,2.45,0.43,6.54,7.09,486,0,0,1
3,3.69,0.2,6.68,2.39,8.21,8.85,8.64,4.64,0.32,539,1,0,1
1,7.61,9.58,4.86,7.98,7.27,9.55,8.49,3.33,8.6,640,1,0,1
3,0.71,4.93,1.01,6.83,9.76,2.14,2.99,7.33,1.88,92,0,1,0
0,8.45,7.74,7.38,0.25,8.78,5.62,2.28,6.98,8.21,815,1,0,1
3,2.47,2.29,3.36,0.67,8.14,0.73,3.84,8.74,6.08,302,0,0,1
1,5.92,3.56,6.1,4.19,6.04,6.77,6.1,9.34,6.64,619,1,0,1
1,4.89,9.34,1.15,9.63,6.66,5.61,5.35,7.97,9.78,307,0,0,1
3,4.94,5.03,7.89,3.02,7.59,2.33,2.19,7.52,3.96,668,1,0,1
0,0.53,3.78,1.36,4.76,2.34,6.57,4.59,3.45,8.02,101,0,1,0
0,3.89,3.1,9.72,7.31,5.07,4.18,2.11,0.29,0.74,713,1,0,1
3,2.55,1.87,4.96,3.69,0.43,9.99,7.6,3.32,1.7,392,0,0,1
1,3.98,6.37,0.54,2.82,4.23,8.8,2.16,2.63,7.16,228,0,1,0
3,0.57,7.23,2.11,6.51,3.87,7.09,5.64,2.42,0.75,145,0,1,0
1,7.06,6.74,6.03,5.64,5.4,5.2,7.57,4.75,0.28,674,1,0,1
2,3.67,8.12,3.89,7.17,4.43,3.64,8.16,1.55,8.09,393,0,0,1
2,7.1,9.36,2.91,2.5,5.57,1.12,5.99,2.4,8.04,510,1,0,1
0,2.85,1.77,3.6,8.37,7.67,8.27,7.79,8.63,9.68,334,0,0,1
1,0.53,9.91,7.01,1.12,3.02,8.9,7.8,9.88,1.87,407,0,0,1
3,0.55,7.08,7.25,4.74,7.08,2.57,3.21,4.58,4.92,419,0,0,1
3,3.88,6.29,8.05,3.56,5.13,1.57,4.04,1.12,2.04,625,1,0,1
2,1.9,3.06,6.84,4.96,6.43,8.74,2.8,2.08,1.34,461,0,0,1
2,6.26,1.21,5.67,3.58,2.32,6.85,9.45,1.89,0.36,612,1,0,1
1,5.41,5.87,6.61,9.21,7.35,8.06,5.66,7.44,6.66,623,1,0,1
1,4.87,8.18,3.14,8.78,7.23,3.76,6.54,3.13,6.8,412,0,0,1
3,0.8,8.34,4.4,0.9,3.74,9.03,3.21,8.29,7.45,280,0,1,0
2,2.2,3.51,5.58,5.73,9.18,1.88,0.17,9.91,7.9,409,0,0,1
1,1.88,7.88,2.98,8.51,3.47,1.97,0.55,7.78,3.8,256,0,1,0
3,9.41,5.67,9.03,4.7,0.71,6.63,4.11,2.25,8.77,949,1,0,1
1,1.78,0.85,0.66,8.24,7.6,5.83,1.09,6.0,0.36,123,0,1,0
1,0.2,4.67,2.81,3.48,3.75,0.62,0.83,7.82,4.14,163,0,1,0
2,2.26,5.16,7.42,6.97,7.02,6.61,3.32,9.65,5.7,511,1,0,1
1,3.0,9.07,7.14,6.5,6.21,2.66,4.6,9.39,9.62,535,1,0,1
0,1.89,6.16,5.48,2.2,8.5,7.97,3.65,4.4,1.25,390,0,0,1
2,3.5,8.8,4.67,8.12,7.59,6.79,6.13,1.46,4.84,427,0,0,1
3,0.52,7.51,4.97,7.75,3.71,3.1,7.7,1.55,0.37,296,0,1,0
2,4.61,2.56,7.39,2.45,8.34,5.44,4.58,4.28,4.55,624,1,0,1
0,3.19,2.17,8.67,4.89,6.45,8.21,6.92,1.86,5.17,622,1,0,1
1,1.74,4.28,1.52,0.67,8.14,7.79,4.36,6.89,4.95,169,0,1,0
0,5.63,9.95,4.34,2.8,1.02,7.05,4.06,1.25,7.27,515,1,0,1
2,5.52,1.34,2.09,6.15,4.36,3.68,2.38,1.08,5.65,384,0,0,1
2,2.13,8.24,3.79,8.37,0.71,9.77,4.77,4.5,6.05,312,0,0,1
0,8.07,5.86,2.15,6.11,3.93,8.55,1.38,2.17,2.77,515,1,0,1
1,3.8,5.42,4.35,0.5,6.94,0.55,0.78,2.49,5.54,423,0,0,1
1,2.38,5.72,7.12,6.47,1.08,3.16,9.69,5.4,8.9,501,1,0,1
1,1.85,0.76,8.53,1.23,6.7,9.09,8.23,8.8,0.48,548,1,0,1
0,8.88,4.29,4.56,5.93,3.85,1.98,7.64,7.12,6.12,683,1,0,1
3,0.27,0.51,7.67,8.02,1.15,7.82,6.04,3.85,6.86,424,0,0,1
3,7.05,2.98,9.29,5.77,2.74,5.99,7.44,6.32,8.21,846,1,0,1
1,6.16,1.41,0.88,9.47,0.99,4.48,7.76,9.66,3.42,350,0,0,1
2,8.31,1.67,0.35,1.17,2.22,9.78,9.42,0.87,0.62,428,0,0,1
0,2.78,7.26,2.85,9.69,6.01,5.13,9.84,8.74,7.02,293,0,1,0
1,5.37,8.36,7.7,9.79,7.73,1.12,1.41,2.47,6.85,681,1,0,1
3,6.02,7.52,0.46,8.82,3.97,3.12,8.98,6.32,1.98,324,0,0,1
2,2.15,6.73,8.28,7.88,3.57,4.42,4.8,2.05,1.79,553,1,0,1
0,0.51,8.1,7.58,8.14,5.96,5.45,4.15,7.94,9.65,436,0,0,1
3,9.27,4.58,0.42,5.63,7.23,0.62,6.59,1.16,7.94,480,0,0,1
2,2.16,9.32,9.01,2.08,1.7,6.17,4.62,7.48,7.3,594,1,0,1
3,6.91,7.6,5.22,4.39,2.55,4.97,0.33,7.19,9.22,623,1,0,1
2,9.67,0.78,5.3,6.75,9.37,6.74,8.51,0.35,7.74,759,1,0,1
0,0.8,3.45,5.03,1.86,8.38,3.61,6.84,1.97,3.49,310,0,0,1
2,0.23,1.92,5.6,7.18,5.86,1.08,1.77,7.85,8.29,312,0,0,1
2,6.04,3.53,8.0,6.04,6.26,8.85,5.06,1.56,6.25,727,1,0,1
1,3.41,7.39,2.4,5.15,1.25,3.97,6.23,5.48,5.69,300,0,1,0
2,7.78,5.48,6.93,9.88,3.72,8.16,8.76,6.38,9.95,756,1,0,1
3,7.57,6.71,8.62,4.51,6.82,5.99,5.28,4.09,9.5,837,1,0,1
0,7.74,3.08,1.55,7.14,1.92,2.36,8.34,3.42,8.83,465,0,0,1
0,0.15,7.34,4.46,0.35,4.19,5.23,3.61,4.06,5.55,250,0,1,0
1,4.91,0.94,7.07,5.04,7.99,4.31,7.34,2.14,9.54,620,1,0,1
0,6.72,3.61,5.84,6.17,4.05,8.8,6.03,0.26,9.8,645,1,0,1
3,6.89,2.34,0.73,6.5,6.91,2.46,9.85,9.3,0.34,379,0,0,1
0,6.32,4.81,6.14,7.46,0.97,1.87,3.99,9.13,1.38,642,1,0,1
2,0.31,7.88,9.02,7.14,1.48,1.77,7.11,9.86,1.68,503,1,0,1
3,9.24,5.69,2.77,9.0,3.3,3.69,1.97,8.16,2.76,605,1,0,1
1,4.88,4.24,1.96,2.47,4.06,6.5,6.62,4.29,2.8,347,0,0,1
3,0.7,7.63,8.97,8.05,7.11,9.54,2.63,2.44,4.57,519,1,0,1
2,9.51,4.31,4.44,7.31,9.6,5.46,9.81,6.27,9.18,707,1,0,1
3,8.76,3.79,6.34,8.91,6.77,5.19,4.89,6.75,7.8,772,1,0,1
3,0.17,5.2,0.87,4.04,6.84,4.32,6.51,4.11,7.55,58,0,1,0
0,1.98,3.31,4.97,4.75,1.73,2.88,6.55,1.44,2.44,365,0,0,1
1,6.89,3.45,9.18,6.19,0.34,4.57,3.42,8.84,7.04,832,1,0,1
1,7.72,0.32,7.07,8.29,7.58,7.08,8.87,6.15,7.98,758,1,0,1
2,1.38,0.43,7.2,5.36,9.74,4.68,4.55,6.72,9.53,454,0,0,1
3,8.75,3.0,1.24,7.48,5.53,5.46,0.7,4.28,0.86,498,0,0,1
1,0.28,6.32,0.14,1.43,1.02,4.21,4.91,6.73,7.21,24,0,1,0
1,4.59,7.31,8.05,2.01,8.95,9.58,5.09,8.04,0.17,661,1,0,1
2,9.16,4.65,6.93,5.89,7.59,1.83,1.2,2.72,5.62,824,1,0,1
3,3.53,6.75,2.23,2.32,0.95,3.79,9.6,6.16,6.94,296,0,1,0
2,2.44,6.25,2.63,9.22,3.35,3.07,4.98,5.15,4.2,264,0,1,0
3,3.78,3.81,3.6,1.29,2.95,5.85,4.4,9.87,5.47,380,0,0,1
3,8.52,0.42,2.78,3.29,7.59,6.43,3.2,3.68,5.7,568,1,0,1
1,9.91,2.28,9.49,7.3,7.6,1.11,4.2,2.82,9.18,996,1,0,1
2,2.1,5.07,3.42,8.07,9.12,7.43,0.77,8.01,1.25,289,0,1,0
3,6.55,7.27,6.79,7.71,9.17,8.83,2.04,2.29,8.63,690,1,0,1
0,0.2,8.62,1.48,7.78,9.21,6.11,6.63,8.39,9.38,94,0,1,0
3,6.53,3.12,7.83,4.42,8.71,8.77,1.57,5.34,3.52,742,1,0,1
3,2.91,4.47,9.09,7.28,2.13,6.18,3.4,7.65,0.82,632,1,0,1
1,7.69,1.57,4.78,8.71,2.92,4.71,8.33,7.53,5.76,635,1,0,1
3,8.2,7.5,8.98,6.66,9.82,7.41,4.25,3.2,8.55,888,1,0,1
2,0.77,2.35,2.34,2.14,8.47,7.96,1.55,9.29,1.05,164,0,1,0
0,3.45,2.82,0.78,3.77,0.42,8.11,4.81,9.39,3.55,213,0,1,0
2,2.82,8.64,3.61,7.58,5.06,3.74,6.78,0.28,8.27,337,0,0,1
2,4.26,5.62,4.07,4.5,8.82,1.43,6.84,4.07,8.52,430,0,0,1
3,5.43,1.84,2.11,3.74,8.24,6.83,2.09,4.12,4.2,381,0,0,1
1,4.74,4.83,4.37,0.73,0.83,6.85,1.56,2.06,1.03,469,0,0,1
1,5.83,4.62,6.71,2.83,3.14,2.03,7.04,4.62,7.53,648,1,0,1
1,4.35,5.21,8.01,8.08,4.85,1.16,6.71,3.41,2.83,646,1,0,1
2,6.48,4.61,8.81,1.4,4.54,4.2,5.93,8.76,2.19,793,1,0,1
2,1.85,4.26,6.71,0.11,7.95,7.65,6.4,1.51,9.48,453,0,0,1
1,4.65,5.26,2.37,0.49,9.74,4.84,8.91,9.14,1.29,358,0,0,1
3,4.5,2.16,0.99,1.04,4.3,3.55,7.52,8.59,2.56,275,0,1,0
0,9.74,3.41,1.85,9.52,5.63,6.42,4.86,1.98,6.54,579,1,0,1
2,6.26,9.97,9.27,9.78,1.84,5.78,9.46,6.49,7.38,810,1,0,1
0,6.48,2.88,7.99,2.32,8.96,4.3,2.67,2.96,1.36,748,1,0,1
0,6.18,4.39,2.35,3.98,3.35,2.8,9.93,0.69,1.34,432,0,0,1
3,6.67,0.2,8.16,8.57,8.62,3.71,3.0,2.21,1.43,765,1,0,1
0,4.0,6.89,1.82,2.07,9.94,7.67,3.85,0.8,5.18,298,0,1,0
1,5.66,2.43,3.51,5.21,5.54,0.55,2.42,0.92,8.82,467,0,0,1
3,8.58,8.65,1.62,9.99,6.02,6.86,1.1,5.33,0.79,513,1,0,1
3,2.12,3.86,2.91,6.96,5.19,1.96,9.21,3.63,7.43,262,0,1,0
1,7.51,6.06,4.88,2.97,5.57,2.86,3.46,1.22,6.03,634,1,0,1
0,8.61,9.44,0.83,3.13,6.75,8.7,7.52,8.17,3.85,473,0,0,1
0,3.34,5.52,7.59,3.12,7.43,1.69,4.05,4.09,9.15,574,1,0,1
3,1.84,6.4,9.27,3.53,5.91,8.66,7.25,1.26,7.13,591,1,0,1
1,2.91,8.41,4.85,2.34,6.36,3.79,5.52,7.99,3.3,407,0,0,1
3,7.22,7.65,7.87,8.77,8.23,7.14,8.17,3.58,8.63,781,1,0,1
1,5.44,3.18,6.32,0.55,9.83,6.53,6.32,5.49,9.95,608,1,0,1
3,7.48,8.39,7.11,9.24,3.63,6.92,9.85,1.25,7.78,753,1,0,1
0,1.35,7.18,2.78,1.17,8.5,2.28,4.55,2.37,9.54,219,0,1,0
0,0.46,1.99,4.01,7.55,2.68,6.38,9.88,9.67,3.21,238,0,1,0
0,5.26,7.31,1.78,0.57,6.96,4.7,3.01,0.34,7.7,358,0,0,1
2,8.5,6.69,6.64,3.04,1.91,2.78,2.69,0.49,9.37,777,1,0,1
2,1.14,7.26,6.34,3.09,6.86,6.45,6.99,4.62,2.71,400,0,0,1
2,7.05,2.66,6.12,5.5,3.04,3.8,7.86,7.81,1.26,675,1,0,1
0,4.0,8.39,6.59,5.55,2.97,2.94,4.48,6.12,2.97,554,1,0,1
0,7.49,1.88,0.16,4.52,6.99,1.56,1.35,2.93,4.49,377,0,0,1
3,3.81,4.86,2.29,9.3,5.42,7.2,8.29,2.73,7.07,312,0,0,1
2,0.55,7.77,8.6,6.62,3.86,5.76,4.46,2.62,1.95,492,0,0,1
1,0.6,5.73,3.71,3.94,2.73,5.19,0.65,1.96,3.44,231,0,1,0
0,5.79,4.51,4.84,4.79,4.85,8.9,2.43,8.43,6.49,546,1,0,1
3,5.05,7.19,7.37,3.89,8.72,9.71,2.03,3.23,5.08,647,1,0,1
1,0.15,3.72,2.78,4.94,6.25,9.34,5.09,7.51,9.4,158,0,1,0
2,2.05,8.17,8.01,7.31,3.35,5.9,4.06,6.0,8.12,534,1,0,1
1,9.14,7.47,9.95,2.63,2.51,0.78,9.56,8.89,2.79,986,1,0,1
0,8.21,3.23,2.78,2.89,0.87,2.36,0.95,8.32,5.61,554,1,0,1
0,0.57,3.95,4.06,7.05,1.91,3.03,6.55,8.47,7.83,247,0,1,0
2,6.68,0.72,5.91,0.82,1.59,6.64,6.89,4.98,9.92,645,1,0,1
1,6.46,4.69,1.93,6.34,4.69,1.82,9.87,7.92,9.24,423,0,0,1
3,3.71,7.13,6.55,0.59,4.25,0.87,0.54,9.35,4.5,537,1,0,1
2,1.29,9.26,4.14,3.84,4.84,9.14,2.16,2.69,5.38,290,0,1,0
0,5.93,5.03,8.64,8.65,7.57,2.87,8.54,8.84,6.48,757,1,0,1
1,0.17,5.98,4.88,9.71,3.82,6.02,3.86,4.67,0.39,273,0,1,0
1,1.53,6.99,1.99,8.58,1.27,9.8,1.19,7.16,5.85,186,0,1,0
3,0.14,6.12,1.05,1.01,7.47,0.13,8.02,7.86,5.82,66,0,1,0
2,1.21,0.6,8.54,5.19,7.19,6.13,1.54,3.96,9.42,517,1,0,1
3,2.57,1.11,6.21,5.76,0.92,5.36,0.58,3.02,0.73,459,0,0,1
0,8.04,7.89,9.71,3.0,4.99,1.42,3.08,1.78,0.6,919,1,0,1
3,1.09,4.09,9.81,4.07,5.12,0.17,2.28,3.19,3.92,581,1,0,1
0,9.88,1.3,9.45,4.09,3.21,6.03,9.22,7.88,2.58,992,1,0,1
0,1.92,5.74,1.6,1.0,6.99,9.63,7.9,8.6,2.74,183,0,1,0
2,5.64,7.76,7.77,9.08,3.74,8.24,8.74,9.3,7.04,698,1,0,1
0,9.78,4.3,2.4,7.62,7.13,7.73,2.89,5.77,7.19,611,1,0,1
3,0.98,1.43,3.63,4.29,6.19,1.06,0.99,1.41,5.16,243,0,1,0
3,9.67,3.73,7.39,7.6,1.26,0.89,7.31,3.05,5.64,873,1,0,1
0,0.32,8.5,3.45,1.9,0.63,3.84,4.07,2.32,0.12,205,0,1,0
3,1.48,7.68,9.54,9.05,7.01,6.99,3.11,2.61,9.16,588,1,0,1
2,1.11,1.21,2.25,7.23,3.09,9.5,0.78,2.84,7.78,176,0,1,0
2,7.79,9.43,5.5,8.19,4.89,3.0,5.58,5.9,7.43,682,1,0,1
1,5.53,9.68,7.04,8.03,7.0,3.56,2.62,9.28,5.48,654,1,0,1
3,0.19,1.96,0.4,8.28,6.91,0.9,2.83,2.42,3.54,32,0,1,0
0,2.95,7.23,8.72,6.35,4.41,1.17,2.88,2.24,1.16,616,1,0,1
3,7.52,7.45,6.37,7.5,6.49,8.68,7.21,8.1,1.03,715,1,0,1
3,3.55,7.6,7.92,9.13,9.44,8.34,2.18,3.21,7.98,603,1,0,1
0,6.35,9.03,7.0,6.85,2.65,0.99,6.32,1.88,4.17,692,1,0,1
3,0.25,9.02,8.74,6.54,3.53,2.11,5.22,5.21,4.29,485,0,0,1
0,4.13,7.88,3.46,2.36,6.29,5.93,2.42,4.02,4.42,393,0,0,1
2,9.52,4.45,5.07,9.3,5.84,3.25,0.24,8.27,6.38,742,1,0,1
2,7.19,5.4,0.92,2.0,5.81,9.66,8.61,2.45,0.97,405,0,0,1
2,3.05,7.86,3.94,7.61,0.93,6.75,3.16,8.35,7.0,365,0,0,1
2,0.46,0.29,4.57,1.13,2.57,2.54,9.77,8.8,7.34,267,0,1,0
2,9.4,7.38,5.9,5.71,2.07,9.83,3.23,5.19,4.79,782,1,0,1
3,7.75,7.61,6.58,0.15,9.35,1.61,5.88,7.61,3.48,737,1,0,1
3,2.43,5.49,3.69,4.36,7.29,1.01,0.6,0.26,7.71,320,0,0,1
3,5.02,5.55,4.61,1.37,7.02,8.05,0.79,4.31,3.21,497,0,0,1
1,8.67,1.49,2.4,5.9,0.55,5.69,9.02,8.45,6.38,555,1,0,1
0,2.83,7.28,9.42,8.83,2.72,8.91,3.72,5.4,0.14,648,1,0,1
1,3.81,1.41,8.49,6.19,4.1,1.23,7.01,1.22,0.56,643,1,0,1
1,0.58,7.11,0.72,0.95,8.83,0.33,8.5,2.16,9.15,71,0,1,0
1,2.59,7.92,8.28,2.87,5.1,5.92,2.3,7.44,6.93,575,1,0,1
2,6.96,4.88,1.62,9.04,3.85,4.36,5.27,2.19,4.1,431,0,0,1
1,2.77,0.39,2.82,3.48,0.49,6.96,3.61,9.86,6.94,287,0,1,0
2,5.32,1.58,1.88,8.6,0.89,2.02,3.18,9.4,9.95,363,0,0,1
2,7.5,9.25,8.65,8.92,6.29,8.63,7.83,3.3,3.88,837,1,0,1
1,7.53,2.33,7.4,9.42,1.11,2.67,2.77,7.68,7.91,767,1,0,1
1,6.27,2.22,2.92,3.81,7.22,8.54,4.47,0.53,1.38,466,0,0,1
3,6.87,5.98,2.24,8.74,1.39,5.77,5.21,8.72,4.13,461,0,0,1
3,9.27,1.84,5.32,0.98,6.46,8.01,6.44,1.06,9.49,741,1,0,1
0,9.6,0.76,2.33,8.42,5.61,9.87,8.59,7.97,2.23,597,1,0,1
3,0.14,9.08,6.07,8.83,4.2,9.3,1.69,7.6,3.35,337,0,0,1
1,0.19,8.52,9.22,4.12,7.44,4.76,3.61,7.91,5.13,508,1,0,1
1,9.13,3.01,6.09,1.78,7.49,1.77,1.81,7.81,7.36,776,1,0,1
3,2.45,0.79,8.2,1.66,0.52,2.31,1.43,1.41,5.44,560,1,0,1
3,1.48,1.06,6.43,8.36,8.04,9.26,0.88,1.49,6.3,418,0,0,1
2,9.43,4.33,3.42,7.85,5.48,8.07,9.63,7.99,0.66,649,1,0,1
0,9.04,3.98,4.17,9.89,7.12,2.89,9.49,3.12,1.23,670,1,0,1
